Student_ID,Student_Name,Gender,School_Name,Circuit,Attendance_Percent,Action_Zone,Math_Improvement,Math_Consistency,Mathematics_Assignments,Mathematics_Term1_Exam,Mathematics_Term2_Exam,Mathematics_Mock1,Mathematics_Mock2,Mathematics_Final_BECE,English_Language_Assignments,English_Language_Term1_Exam,English_Language_Term2_Exam,English_Language_Mock1,English_Language_Mock2,English_Language_Final_BECE,Integrated_Science_Assignments,Integrated_Science_Term1_Exam,Integrated_Science_Term2_Exam,Integrated_Science_Mock1,Integrated_Science_Mock2,Integrated_Science_Final_BECE,Social_Studies_Assignments,Social_Studies_Term1_Exam,Social_Studies_Term2_Exam,Social_Studies_Mock1,Social_Studies_Mock2,Social_Studies_Final_BECE,ICT_Assignments,ICT_Term1_Exam,ICT_Term2_Exam,ICT_Mock1,ICT_Mock2,ICT_Final_BECE,RME_Assignments,RME_Term1_Exam,RME_Term2_Exam,RME_Mock1,RME_Mock2,RME_Final_BECE,BDT_Assignments,BDT_Term1_Exam,BDT_Term2_Exam,BDT_Mock1,BDT_Mock2,BDT_Final_BECE,French_Assignments,French_Term1_Exam,French_Term2_Exam,French_Mock1,French_Mock2,French_Final_BECE,Ewe_Assignments,Ewe_Term1_Exam,Ewe_Term2_Exam,Ewe_Mock1,Ewe_Mock2,Ewe_Final_BECE
AK-JHS-0159,Ama Ahiable,F,Sogakope JHS,Atidzive,94.4,2. DIAMOND,3,4,60,52,71,51,57,61,40,84,90,73,80,69,39,81,47,85,74,37,48,50,58,89,63,38,41,56,92,36,43,47,67,43,79,64,62,74,65,68,94,83,91,37,41,93,44,47,54,49,76,38,60,91,85,38
AK-JHS-0160,Kofi Agbeko,M,Gefia JHS,Gefia,91.4,3. RISING STAR,0,8,57,67,42,35,50,92,84,36,76,44,37,86,49,52,43,43,47,41,46,62,88,43,80,43,71,51,51,67,60,41,43,93,75,90,56,73,44,71,69,57,48,37,52,69,86,35,70,95,92,38,83,95,72,59
AK-JHS-0161,Godwin Kpodo,M,Kpota JHS,Akatsi A,67.2,1. FLYER,2,9,92,65,84,37,35,38,51,79,74,47,47,84,90,91,73,85,48,82,48,39,86,58,84,66,86,52,40,67,69,40,54,62,36,78,65,57,63,43,39,89,55,94,71,91,39,61,86,49,91,39,53,82,91,39
AK-JHS-0162,Selasie Ahiable,M,Avenorpedo JHS,Avenorpedo,67.0,3. RISING STAR,-1,9,53,62,72,95,94,62,95,77,64,95,94,75,38,83,92,85,66,80,46,35,41,91,91,45,61,60,48,46,35,64,52,37,91,38,66,65,39,67,43,42,64,70,92,73,40,92,39,46,85,82,40,77,58,50
AK-JHS-0163,Akua Ahiable,F,Wute JHS,Gefia,94.1,4. STRUGGLER,3,10,63,63,95,48,63,63,67,93,80,90,71,83,55,59,87,58,64,54,62,90,91,91,87,48,43,58,92,45,67,41,49,90,78,63,85,69,80,41,92,52,63,50,41,88,68,81,53,53,95,57,95,80,59,65
AK-JHS-0164,Mawuli Dogbe,M,Gornikope JHS,Agbedrafor,65.3,4. STRUGGLER,14,3,61,50,71,94,54,61,65,48,61,73,37,90,52,56,75,47,89,72,65,83,85,87,53,90,38,91,83,81,42,36,58,74,63,89,76,56,60,36,43,92,69,83,69,60,86,83,76,44,73,70,75,85,95,35
AK-JHS-0165,Ama Ahiable,F,Hatsiukope JHS,Agbedrafor,68.5,3. RISING STAR,3,6,92,88,68,37,51,78,72,57,39,41,75,68,57,56,82,84,54,86,45,42,82,50,58,57,89,47,54,45,52,82,55,59,60,86,80,49,70,85,39,92,64,84,52,58,65,91,95,73,43,83,37,76,87,56
AK-JHS-0166,Ama Kpodo,F,Avenorpeme JHS,Avenorpeme,41.5,2. DIAMOND,5,10,45,56,83,90,69,50,38,53,43,71,93,72,63,65,92,57,56,93,78,50,94,56,69,64,45,48,59,59,69,65,79,39,77,63,58,62,83,83,41,45,85,51,37,62,68,42,46,56,44,40,90,44,76,48
AK-JHS-0167,Adjoa Kpodo,F,Akatsicoe Practice JHS,Akatsi A,67.5,2. DIAMOND,10,7,69,51,55,63,70,43,47,78,91,71,78,49,37,44,56,67,53,36,54,38,47,48,65,93,94,62,91,71,79,48,86,67,70,95,85,83,43,72,75,46,80,81,57,93,42,62,84,38,91,77,35,80,77,39
AK-JHS-0168,Mawuli Dzigba,M,Akatsi Main JHS,Akatsi A,75.9,4. STRUGGLER,-1,5,56,75,76,53,55,54,82,38,90,51,69,92,43,39,37,85,77,90,73,35,42,40,35,67,94,76,50,64,71,84,39,41,52,59,61,83,41,92,94,90,55,73,65,69,47,94,42,80,90,45,43,94,63,91
AK-JHS-0169,Fafa Ahiable,F,Dzogadze JHS,Agbedrafor,84.5,2. DIAMOND,-2,4,61,83,80,79,62,46,41,37,66,86,67,45,69,56,37,78,74,41,94,84,62,81,68,54,86,78,36,84,85,84,51,52,85,84,94,44,54,42,85,57,64,90,38,88,73,48,36,69,45,82,76,93,36,54
AK-JHS-0170,Emefa Segbefia,F,Akatsicoe Practice JHS,Akatsi A,76.1,1. FLYER,1,9,78,71,84,68,50,89,86,45,84,81,49,42,45,39,82,78,72,75,53,62,83,76,50,60,53,42,84,71,69,62,70,81,92,37,74,76,78,55,35,39,54,73,89,50,45,45,82,42,94,63,58,94,88,64
AK-JHS-0171,Kwame Kpodo,M,Akatsi Main JHS,Akatsi A,88.1,4. STRUGGLER,3,3,55,64,49,48,67,70,81,92,50,86,55,48,90,83,71,93,59,93,78,73,59,87,60,53,86,68,40,71,87,67,41,93,88,66,58,73,47,85,60,82,39,62,84,67,74,42,52,59,69,65,67,95,60,55
AK-JHS-0172,Selasie Dzigba,M,Weta JHS,Avenorpedo,74.3,4. STRUGGLER,6,6,76,42,74,85,50,49,89,40,53,79,58,61,79,60,35,87,66,63,88,57,56,68,88,90,68,51,65,89,84,51,67,35,35,93,41,44,91,90,43,79,35,44,90,47,95,94,86,67,49,58,45,75,62,42
AK-JHS-0173,Akua Segbefia,F,Lume Ahugakope JHS,Gefia,41.5,3. RISING STAR,9,2,43,46,55,72,79,79,51,64,50,70,58,62,90,71,49,71,37,85,45,68,77,63,49,43,73,51,62,49,77,79,82,82,86,80,64,51,80,82,87,70,76,35,89,89,72,73,42,68,40,73,82,61,78,86
AK-JHS-0174,Prosper Azumah,M,Akatsicoe Practice JHS,Akatsi A,50.0,3. RISING STAR,14,7,47,60,51,59,86,46,62,63,89,43,61,46,70,78,46,87,65,67,57,49,41,44,94,79,85,95,90,47,71,72,37,35,55,73,89,74,89,55,47,49,84,42,92,51,52,60,66,56,53,73,59,45,84,46
AK-JHS-0175,Yaw Azumah,M,Wute JHS,Gefia,95.8,1. FLYER,3,9,51,41,51,73,83,56,77,55,77,36,48,81,71,74,66,83,81,94,59,38,86,82,81,88,60,57,46,39,44,72,46,82,91,37,50,69,81,62,63,45,42,76,42,86,38,57,76,43,53,35,73,73,51,93
AK-JHS-0176,Fafa Dogbe,F,Awasive JHS,Akatsi B,50.8,4. STRUGGLER,9,4,70,49,44,95,84,93,84,42,36,58,90,86,55,95,62,46,43,86,72,90,42,61,74,75,86,44,75,80,57,66,91,94,59,54,94,48,56,35,82,95,41,80,75,51,75,45,42,45,63,70,88,91,39,82
AK-JHS-0177,Prosper Dzigba,M,Gornikope JHS,Agbedrafor,43.1,4. STRUGGLER,14,5,47,94,75,77,69,49,77,64,55,43,64,89,64,95,94,69,41,58,40,72,50,38,69,40,62,72,64,91,89,41,84,66,40,70,59,86,82,93,54,82,87,68,80,63,43,35,78,50,59,94,71,84,83,53
AK-JHS-0178,Mawuli Kpodo,M,Agbedrafor JHS,Akatsi B,92.9,1. FLYER,11,5,54,76,45,49,50,73,75,51,83,51,67,73,60,83,58,47,62,38,69,92,82,64,61,59,76,88,67,43,73,70,75,77,42,49,55,64,59,44,69,68,64,62,47,73,85,44,63,73,48,74,95,80,77,43
AK-JHS-0179,Kofi Agbeko,M,Denu JHS,Wlitey,75.9,3. RISING STAR,2,5,40,71,76,70,60,47,41,87,81,91,42,65,53,81,78,70,68,41,47,66,78,42,68,73,40,37,70,81,54,55,41,48,67,84,92,90,95,58,90,57,77,92,75,82,60,55,74,94,95,44,38,41,38,40
AK-JHS-0180,Akosua Azumah,F,Sogakope JHS,Atidzive,77.7,1. FLYER,15,4,43,92,86,85,83,54,77,59,59,94,44,66,46,92,54,66,84,65,70,88,68,76,37,39,71,78,52,73,46,86,42,78,49,87,80,83,64,88,94,61,43,39,69,65,37,66,93,94,93,82,68,75,37,94
AK-JHS-0181,Aseye Agbeko,F,Lume Ahugakope JHS,Gefia,46.5,3. RISING STAR,14,6,81,50,95,39,89,77,35,72,69,94,94,72,50,82,61,88,70,35,52,88,94,86,66,84,57,86,52,90,90,91,88,67,57,95,46,80,63,56,84,74,52,56,45,38,59,73,81,68,51,72,89,49,57,38
AK-JHS-0182,Ama Segbefia,F,Dzogadze JHS,Agbedrafor,98.1,1. FLYER,11,3,71,74,66,93,84,65,90,65,43,81,78,85,71,51,92,74,52,53,51,70,49,74,94,47,95,85,72,44,70,68,37,93,95,55,64,62,83,72,80,80,44,67,35,78,41,71,46,48,55,86,54,79,77,44
AK-JHS-0183,Kwadwo Kpodo,M,Akatsi Main JHS,Akatsi A,46.2,3. RISING STAR,3,4,71,41,65,95,57,58,49,52,43,57,68,44,79,49,93,55,54,80,51,66,75,85,69,38,81,61,51,81,45,89,76,66,36,48,59,53,65,69,80,70,91,94,50,61,46,95,75,51,59,61,48,41,68,92
AK-JHS-0184,Aseye Azumah,F,Dabala JHS,Atidzive,45.8,2. DIAMOND,13,3,74,35,56,94,68,60,68,80,77,41,87,60,80,86,51,39,48,69,77,54,60,35,86,79,69,71,74,80,53,86,48,48,92,38,60,76,43,74,62,78,88,86,38,56,56,81,76,93,40,73,94,42,69,51
AK-JHS-0185,Mawuli Segbefia,M,Xavi JHS,Akatsi B,72.1,1. FLYER,15,9,36,52,74,50,68,65,72,74,73,87,83,64,83,85,87,67,66,57,89,35,90,66,49,36,40,54,84,78,43,89,72,54,69,53,69,89,37,64,53,43,90,61,41,56,80,70,43,36,68,45,35,55,39,44
AK-JHS-0186,Akosua Dogbe,F,Wute JHS,Gefia,96.4,1. FLYER,15,6,66,92,36,83,37,45,47,86,52,70,47,62,46,41,60,38,82,87,35,39,86,80,63,90,69,94,88,37,54,87,82,82,88,87,91,44,68,52,50,76,70,54,71,40,84,52,83,64,89,42,35,85,78,94
AK-JHS-0187,Selasie Gbedemah,M,Atidzive JHS,Atidzive,53.5,1. FLYER,2,5,35,42,57,94,35,48,63,62,52,95,70,66,80,87,68,80,60,69,85,38,66,61,90,65,74,67,47,94,53,52,61,35,60,52,71,76,91,39,90,91,81,86,74,77,54,68,69,54,72,44,38,88,51,72
AK-JHS-0188,Kofi Agbeko,M,Akatsicoe Practice JHS,Akatsi A,87.8,1. FLYER,2,4,80,40,51,94,47,62,93,93,66,42,79,79,47,56,41,92,48,74,55,35,67,83,68,93,70,70,72,43,36,87,70,71,42,43,46,58,45,68,35,95,43,42,74,56,72,55,37,72,43,45,56,72,76,41
AK-JHS-0189,Mawuli Agbeko,M,Dzogadze JHS,Agbedrafor,85.3,3. RISING STAR,12,2,36,44,56,54,87,57,41,95,75,86,93,82,89,94,93,41,78,53,51,41,58,70,58,87,62,55,88,36,91,81,80,89,87,91,49,85,80,80,42,60,68,64,61,91,44,50,89,41,67,58,47,48,67,39
AK-JHS-0190,Aseye Gbedemah,F,Agbedrafor JHS,Akatsi B,70.2,1. FLYER,11,7,74,89,72,77,40,36,61,78,52,59,73,45,52,55,37,51,92,61,69,43,65,48,46,48,67,39,40,65,52,45,58,53,55,86,90,86,85,91,52,60,82,56,41,47,88,76,52,83,57,79,81,80,74,74
AK-JHS-0191,Mawuli Kpodo,M,Sogakope JHS,Atidzive,97.1,3. RISING STAR,1,7,80,39,72,64,76,61,55,90,59,58,75,94,47,87,58,70,89,89,85,61,42,87,49,47,81,82,85,47,88,78,39,90,80,46,36,88,62,93,50,43,47,54,74,81,47,84,54,91,52,62,63,86,80,42
AK-JHS-0192,Akosua Gbedemah,F,Gornikope JHS,Agbedrafor,58.0,2. DIAMOND,13,9,76,95,65,55,80,45,84,73,39,94,90,78,61,84,76,37,51,63,38,65,35,36,88,89,90,66,78,60,46,71,92,58,66,94,85,61,66,80,46,60,69,85,71,88,77,41,56,36,90,35,67,53,59,82
AK-JHS-0193,Mawuli Dzigba,M,Awasive JHS,Akatsi B,96.7,4. STRUGGLER,-5,4,51,88,61,56,95,74,75,91,81,55,72,44,41,39,52,65,66,74,72,46,47,95,80,63,86,60,94,74,78,70,38,62,77,65,77,78,85,54,82,58,88,59,84,83,78,66,44,74,86,90,44,41,85,36
AK-JHS-0194,Mawuli Azumah,M,Wlitey JHS,Wlitey,98.2,3. RISING STAR,12,10,59,47,47,63,69,60,62,36,36,88,46,42,67,52,90,79,54,93,76,88,83,65,67,94,42,47,62,63,91,90,68,47,38,50,78,45,78,80,90,40,82,56,82,43,42,89,94,56,93,42,94,49,81,70
AK-JHS-0195,Fafa Kpodo,F,Akatsicoe Practice JHS,Akatsi A,75.8,4. STRUGGLER,9,8,37,65,66,67,81,42,78,70,43,62,73,45,52,55,89,40,60,82,66,54,55,42,90,62,83,88,39,86,91,55,63,56,36,54,70,51,35,48,89,41,35,58,69,93,68,82,41,41,64,54,63,49,84,84
AK-JHS-0196,Akua Azumah,F,Akatsi Main JHS,Akatsi A,92.7,3. RISING STAR,8,7,82,66,86,40,83,49,59,66,51,81,94,48,64,58,76,89,61,80,44,81,35,37,69,53,69,41,35,49,89,46,55,66,76,73,77,63,77,65,75,80,51,46,74,73,49,76,56,67,74,88,61,56,82,71
AK-JHS-0197,Kofi Dogbe,M,Dabala JHS,Atidzive,62.3,4. STRUGGLER,4,8,63,73,77,49,40,62,59,79,73,45,90,58,84,56,95,81,51,81,52,84,67,88,57,55,79,74,84,88,59,69,93,94,92,66,95,64,80,42,58,94,86,72,60,49,35,55,48,71,52,48,49,43,56,86
AK-JHS-0198,Emefa Ahiable,F,Weta JHS,Avenorpedo,69.1,2. DIAMOND,-5,6,80,80,72,91,55,45,57,41,94,83,65,74,92,95,55,50,84,82,71,69,65,57,93,80,61,49,48,51,92,74,78,49,73,71,55,95,85,67,67,41,71,86,51,36,35,48,56,68,59,72,78,37,87,80
AK-JHS-0199,Prosper Gbedemah,M,Akatsicoe Practice JHS,Akatsi A,97.2,1. FLYER,-4,1,88,68,91,84,78,93,40,43,45,37,43,46,49,95,36,49,91,90,48,55,62,90,88,82,69,66,88,68,66,86,50,70,95,93,56,43,56,84,79,95,91,78,43,66,43,81,56,37,60,77,53,62,65,58
AK-JHS-0200,Akua Agbeko,F,Avenorpeme JHS,Avenorpeme,51.9,2. DIAMOND,-2,5,85,50,56,91,40,61,51,35,40,84,52,39,90,56,50,39,44,41,61,61,70,83,48,55,95,56,85,92,95,49,44,38,91,39,91,46,80,95,47,87,55,74,81,66,71,93,56,65,66,72,51,38,53,65
AK-JHS-0201,Kofi Segbefia,M,Gornikope JHS,Agbedrafor,91.1,4. STRUGGLER,6,3,42,89,55,64,42,82,47,57,50,73,91,84,45,35,81,51,38,74,58,42,72,83,40,73,39,47,79,48,94,38,76,73,60,41,39,87,37,68,92,89,51,89,40,78,48,45,72,70,86,57,36,69,56,86
AK-JHS-0202,Kofi Agbeko,M,Hatsiukope JHS,Agbedrafor,60.9,1. FLYER,8,8,91,54,92,77,60,71,83,64,36,95,46,70,85,66,43,92,76,63,49,67,82,52,89,84,93,36,75,40,94,76,60,69,74,45,49,82,50,53,75,49,84,42,93,50,85,44,60,51,77,77,73,49,92,63
AK-JHS-0203,Selasie Agbeko,M,Xavi JHS,Akatsi B,99.1,3. RISING STAR,8,6,95,54,45,66,84,84,39,60,52,70,87,61,87,74,43,57,65,91,72,74,73,54,90,37,67,59,65,36,39,48,58,39,50,78,48,76,56,62,50,71,84,70,50,89,81,68,81,87,51,52,62,48,61,35
AK-JHS-0204,Kwadwo Dzigba,M,Wute JHS,Gefia,67.5,3. RISING STAR,13,9,62,56,93,63,47,55,80,37,86,59,68,68,48,65,42,51,37,46,47,54,47,60,42,35,57,59,78,43,79,84,82,47,54,37,60,77,49,77,60,75,95,58,53,38,47,37,81,50,55,79,49,61,93,41
AK-JHS-0205,Kwadwo Segbefia,M,Denu JHS,Wlitey,75.1,4. STRUGGLER,0,3,58,88,56,42,93,53,64,71,41,43,64,37,89,56,40,65,37,47,84,42,83,59,64,43,53,64,47,93,93,38,54,41,66,57,60,49,88,77,51,91,90,79,39,82,47,39,72,89,60,45,82,94,80,72
AK-JHS-0206,Aseye Dzigba,F,Dzodze Penyi JHS,Wlitey,93.8,1. FLYER,9,7,55,73,36,91,53,92,39,35,75,81,70,73,92,83,56,47,83,91,77,93,46,36,38,70,95,94,69,48,42,93,82,90,53,75,65,65,80,62,42,84,81,56,48,68,85,35,43,64,87,51,42,81,38,61
AK-JHS-0207,Akua Agbeko,F,Agbedrafor JHS,Akatsi B,56.8,2. DIAMOND,14,1,60,95,83,92,37,64,92,43,77,70,79,72,54,62,94,38,72,66,81,87,35,38,63,41,76,74,43,42,85,64,69,87,52,86,48,45,65,66,64,93,78,88,45,86,89,76,65,58,60,60,56,73,92,86
AK-JHS-0208,Fafa Ahiable,F,Dabala JHS,Atidzive,71.4,4. STRUGGLER,-2,3,55,72,86,49,81,41,84,86,37,51,58,49,77,46,69,53,73,91,35,62,37,62,83,94,85,54,56,47,74,52,60,44,94,79,51,48,88,35,86,44,65,69,89,85,59,74,65,53,39,92,38,78,55,74
AK-JHS-0209,Mawuli Kpodo,M,Dabala JHS,Atidzive,54.0,2. DIAMOND,3,7,65,68,35,45,42,35,84,55,65,77,45,45,50,85,77,54,78,69,65,52,57,71,40,40,36,57,75,48,44,92,43,37,49,83,83,84,90,44,60,36,84,65,63,75,43,90,51,45,95,87,67,57,60,39
AK-JHS-0210,Selasie Kpodo,M,Avenorpeme JHS,Avenorpeme,91.7,2. DIAMOND,-4,10,86,84,60,35,40,68,48,78,62,90,92,41,55,68,82,91,70,77,60,78,76,55,86,75,77,49,68,63,86,40,59,54,95,80,77,89,54,37,61,44,70,44,79,95,67,53,39,59,56,63,89,65,60,75
AK-JHS-0211,Yaw Dzigba,M,Akatsi Main JHS,Akatsi A,86.7,3. RISING STAR,3,5,84,37,82,52,54,66,37,73,63,94,93,46,66,70,73,82,84,77,49,73,71,87,65,64,45,64,53,74,85,47,90,88,72,47,39,80,73,60,92,89,82,66,88,88,59,74,74,80,53,73,47,58,70,59
AK-JHS-0212,Enyonam Azumah,F,Dzogadze JHS,Agbedrafor,50.2,2. DIAMOND,0,8,75,48,52,78,70,72,94,79,57,79,43,56,71,74,48,66,46,67,60,63,64,94,63,65,73,48,62,73,84,66,85,95,59,44,85,74,93,38,78,63,62,71,57,83,54,77,55,42,62,36,76,94,57,52
AK-JHS-0213,Godwin Kpodo,M,Tadzewu JHS,Avenorpeme,72.6,2. DIAMOND,-1,1,72,82,46,94,52,72,39,54,50,76,83,55,45,43,68,74,52,69,50,71,50,42,52,65,89,35,79,46,51,40,71,56,93,60,54,87,53,92,40,75,47,50,63,36,61,47,90,83,69,76,43,36,73,49
AK-JHS-0214,Prosper Azumah,M,Akatsi Main JHS,Akatsi A,52.8,2. DIAMOND,0,8,40,71,88,95,80,60,51,77,63,78,57,91,40,35,73,61,53,84,57,65,72,45,44,69,55,68,75,35,65,50,42,50,68,35,45,84,67,87,44,73,47,57,92,87,91,93,42,39,37,45,53,50,51,57
AK-JHS-0215,Kofi Segbefia,M,Dzodze Penyi JHS,Wlitey,80.2,1. FLYER,11,1,51,39,41,38,40,55,76,95,88,62,87,56,92,92,36,79,54,85,53,90,90,79,77,87,93,92,87,74,50,50,68,48,59,55,53,90,65,78,53,38,52,77,91,68,58,87,68,57,63,41,78,68,44,83
AK-JHS-0216,Godwin Agbeko,M,Tadzewu JHS,Avenorpeme,83.0,1. FLYER,14,4,46,79,60,52,87,92,51,54,73,92,53,90,67,94,85,92,45,62,58,49,65,65,70,36,95,60,95,84,48,47,77,43,90,53,35,58,37,62,39,93,54,67,93,67,46,77,48,58,68,38,76,61,92,88
AK-JHS-0217,Kwame Kpodo,M,Wute JHS,Gefia,64.5,2. DIAMOND,3,4,84,35,88,61,79,65,74,95,67,63,85,40,74,45,86,87,91,75,59,35,81,37,45,73,56,37,70,43,67,51,81,65,87,73,66,43,84,95,35,46,91,80,41,54,78,43,47,87,93,46,65,39,72,55
AK-JHS-0218,Mawuli Gbedemah,M,Wlitey JHS,Wlitey,69.7,1. FLYER,2,9,52,54,39,74,77,46,75,72,79,70,86,86,74,37,55,92,40,88,79,84,41,74,35,75,93,50,78,93,36,44,51,62,61,65,92,70,55,80,73,52,91,49,36,92,90,50,43,62,77,48,63,52,73,71
AK-JHS-0219,Aseye Ahiable,F,Xavi JHS,Akatsi B,86.2,4. STRUGGLER,3,8,82,79,79,77,85,74,49,75,82,39,45,85,89,48,64,82,53,57,63,67,75,87,72,84,88,65,57,48,48,58,66,48,64,74,54,48,65,66,50,45,89,60,86,72,36,80,93,81,74,86,90,71,80,83
AK-JHS-0220,Aseye Agbeko,F,Tadzewu JHS,Avenorpeme,73.9,4. STRUGGLER,14,10,73,47,53,68,77,74,64,92,70,73,88,44,57,86,77,57,72,58,58,65,39,43,59,95,73,66,64,79,57,70,59,64,83,88,61,52,87,62,45,41,69,43,52,59,35,93,71,75,89,42,43,77,78,35
AK-JHS-0221,Adjoa Azumah,F,Agbedrafor JHS,Akatsi B,96.0,4. STRUGGLER,-2,5,35,38,94,83,79,88,89,51,65,54,57,51,69,48,75,50,71,35,72,95,71,42,61,51,84,48,93,36,80,72,70,40,49,55,36,66,61,83,69,86,77,65,74,74,61,79,88,76,59,42,70,66,84,47
AK-JHS-0222,Adjoa Gbedemah,F,Sogakope JHS,Atidzive,53.8,1. FLYER,-4,5,83,55,88,44,92,92,47,80,94,59,62,82,68,86,71,83,80,80,78,48,58,48,69,92,62,46,66,81,62,65,70,74,62,75,53,79,46,56,64,39,65,76,41,79,61,66,39,37,50,42,43,66,85,91
AK-JHS-0223,Kwadwo Dogbe,M,Kpeve JHS,Avenorpedo,77.7,3. RISING STAR,5,9,76,94,69,66,52,55,57,61,47,90,44,45,69,50,92,93,80,69,59,46,90,80,92,66,77,95,86,50,39,50,78,36,77,62,81,83,63,48,72,66,81,80,78,88,95,67,41,65,35,60,77,44,56,95
AK-JHS-0224,Kwadwo Azumah,M,Dzodze Penyi JHS,Wlitey,80.5,3. RISING STAR,9,8,44,35,58,38,76,50,45,93,91,65,90,89,40,40,91,83,66,61,40,89,53,86,57,78,71,35,92,62,78,35,65,45,81,58,65,72,87,91,56,38,65,89,44,42,48,61,67,81,46,43,67,65,39,67
AK-JHS-0225,Ama Agbeko,F,Akatsicoe Practice JHS,Akatsi A,86.0,1. FLYER,9,8,77,87,81,53,71,54,73,48,79,83,51,91,88,95,62,78,44,85,67,45,35,51,49,64,76,74,52,60,50,58,52,48,93,81,88,53,58,54,40,43,86,93,38,60,47,90,72,91,43,84,94,50,63,92
AK-JHS-0226,Enyonam Gbedemah,F,Atidzive JHS,Atidzive,76.0,4. STRUGGLER,2,3,67,92,42,68,61,35,52,52,81,43,53,69,42,54,48,75,72,86,93,86,35,57,51,36,73,94,89,70,38,92,38,36,56,89,88,90,45,84,72,75,68,71,65,87,76,55,45,78,88,81,38,91,43,70
AK-JHS-0227,Enyonam Segbefia,F,Awasive JHS,Akatsi B,96.2,4. STRUGGLER,3,10,70,76,46,43,52,41,88,76,85,75,42,91,39,38,87,54,48,41,65,72,80,37,47,85,94,59,64,85,82,35,38,60,86,72,70,74,80,36,56,69,85,39,53,93,64,81,39,78,60,56,38,63,83,51
AK-JHS-0228,Prosper Kpodo,M,Wlitey JHS,Wlitey,78.4,1. FLYER,-2,8,70,47,78,73,71,95,57,74,54,91,95,75,95,94,58,44,37,48,47,90,53,41,46,62,76,50,56,64,64,69,86,86,75,92,44,65,83,89,66,73,49,78,94,89,61,95,54,65,71,43,35,72,77,95
AK-JHS-0229,Kwame Dogbe,M,Avenorpedo JHS,Avenorpedo,58.4,2. DIAMOND,0,5,87,36,36,52,35,45,69,42,89,54,85,65,48,83,72,56,72,59,36,78,94,88,50,54,76,77,89,36,47,75,92,49,85,65,61,37,94,80,90,86,49,70,49,72,48,88,83,86,80,91,74,39,48,58
AK-JHS-0230,Aseye Azumah,F,Dabala JHS,Atidzive,68.8,4. STRUGGLER,2,5,39,66,90,44,82,46,93,87,52,53,56,45,74,50,41,70,45,47,46,78,79,56,89,50,60,92,54,88,36,94,77,60,67,55,42,43,74,58,56,46,87,82,85,53,67,65,54,57,85,74,70,36,70,78
AK-JHS-0231,Adjoa Gbedemah,F,Akatsi Main JHS,Akatsi A,69.4,1. FLYER,14,8,94,79,95,89,35,95,89,86,95,89,83,93,69,93,66,93,65,82,49,70,56,76,54,43,81,43,35,94,41,45,76,88,70,61,60,91,94,63,74,38,92,74,48,92,86,40,93,93,50,89,93,87,76,94
AK-JHS-0232,Enyonam Segbefia,F,Denu JHS,Wlitey,79.5,1. FLYER,13,4,54,90,40,89,85,88,86,49,45,94,50,57,46,91,83,79,74,35,58,80,51,70,82,70,45,53,92,40,67,44,37,53,89,40,75,64,75,58,40,41,88,68,55,79,58,68,89,72,93,35,67,44,85,76
AK-JHS-0233,Kwame Segbefia,M,Denu JHS,Wlitey,69.5,3. RISING STAR,0,9,37,73,45,91,41,78,45,71,68,59,77,72,61,38,45,49,94,85,60,60,35,53,93,53,77,58,50,94,80,62,67,64,58,35,75,81,47,66,93,81,54,44,83,76,37,65,61,41,81,39,42,81,92,90
AK-JHS-0234,Enyonam Ahiable,F,Lume Ahugakope JHS,Gefia,83.8,1. FLYER,0,9,87,71,95,66,95,38,91,52,35,76,91,73,36,69,64,41,93,72,59,61,91,62,55,57,46,90,70,89,69,45,45,36,56,53,38,75,80,38,37,68,37,42,82,94,93,58,73,39,37,55,56,61,85,83
AK-JHS-0235,Mawuli Agbeko,M,Xavi JHS,Akatsi B,68.5,3. RISING STAR,10,5,55,77,49,85,39,68,88,75,90,64,67,56,78,90,56,57,92,93,63,72,68,49,41,52,82,62,53,68,46,78,92,40,91,88,38,93,89,44,86,77,54,42,57,46,56,48,85,69,59,60,64,84,51,58
AK-JHS-0236,Selasie Azumah,M,Dzogadze JHS,Agbedrafor,43.2,2. DIAMOND,6,1,42,42,64,88,93,36,92,74,88,69,89,61,68,91,38,87,70,57,64,74,37,49,81,74,42,42,91,60,92,65,59,48,82,49,86,44,37,44,61,74,45,83,56,92,51,93,70,58,54,49,52,80,42,52
AK-JHS-0237,Emefa Segbefia,F,Tadzewu JHS,Avenorpeme,62.7,3. RISING STAR,14,3,91,68,63,78,72,92,86,74,36,65,68,59,61,52,80,93,47,52,74,44,48,41,72,63,40,61,63,53,56,41,67,80,61,87,67,88,90,75,43,73,58,91,80,92,46,44,41,42,82,86,81,68,53,92
AK-JHS-0238,Selasie Segbefia,M,Anyidzive JHS,Gefia,53.3,4. STRUGGLER,1,10,66,95,82,68,64,63,77,52,80,77,46,43,46,75,54,93,60,90,88,45,60,56,71,49,69,66,85,43,41,89,79,45,67,87,83,39,80,84,75,63,90,82,62,91,67,39,61,42,89,86,51,76,46,90
AK-JHS-0239,Enyonam Agbeko,F,Gornikope JHS,Agbedrafor,65.4,1. FLYER,10,2,74,37,67,74,61,84,56,85,44,50,95,58,77,93,54,75,35,56,56,62,80,62,60,35,37,42,59,55,43,76,69,57,87,84,37,92,73,93,77,62,77,92,35,55,63,56,83,73,36,73,48,94,78,42
